000000#XeroxCor#XEROX CORPORATION
000066#Talaris#TALARIS SYSTEMS, INC.
000067#Soft*Rit#SOFT * RITE, INC.
000068#Rosemoun#ROSEMOUNT CONTROLS
000069#SGI#ROSEMOUNT CONTROLS
00006A#Computer#COMPUTER CONSOLES INC.
00006B#MIPS#COMPUTER CONSOLES INC.
00006C#Private#Private
00006D#CrayComm#CRAY COMMUNICATIONS, LTD.
00006E#Artisoft#Artisoft Inc.
00006F#Madge#Madge Ltd.
000070#HclLimit#HCL LIMITED
000071#Adra#ADRA SYSTEMS INC.
000072#Miniware#MINIWARE TECHNOLOGY
000073#SiecorCo#SIECOR CORPORATION
000074#Ricoh#RICOH COMPANY LTD.
000075#NortelNe#Nortel Networks
000076#AbekasVi#ABEKAS VIDEO SYSTEM
000077#Interpha#INTERPHASE CORPORATION
000078#LabtamLi#LABTAM LIMITED
000079#Networth#NETWORTH INCORPORATED
00007A#Ardent#NETWORTH INCORPORATED
00007B#Research#RESEARCH MACHINES
00007C#AmpereIn#AMPERE INCORPORATED
00007D#Cray#AMPERE INCORPORATED
00007E#Clustrix#CLUSTRIX CORPORATION
00007F#Linotype#LINOTYPE-HELL AG
000080#CrayComm#CRAY COMMUNICATIONS A/S
000081#BayNetwo#Bay Networks
000082#LectraSy#LECTRA SYSTEMES SA
000083#TadpoleT#TADPOLE TECHNOLOGY PLC
000084#Supernet#SUPERNET
000085#Canon#CANON INC.
000086#Megahert#MEGAHERTZ CORPORATION
000087#Hitachi#HITACHI, LTD.
000088#BrocadeC#Brocade Communications Systems, Inc.
000089#Cayman#CAYMAN SYSTEMS INC.
00008A#Datahous#DATAHOUSE INFORMATION SYSTEMS
00008B#Infotron#INFOTRON
00008C#AlloyCom#Alloy Computer Products (Australia) Pty Ltd
00008D#Cryptek#Cryptek Inc.
00008E#Solbourn#SOLBOURNE COMPUTER, INC.
00008F#Raytheon#Raytheon
000090#Microcom#MICROCOM
000091#AnritsuC#ANRITSU CORPORATION
000092#CogentDa#COGENT DATA TECHNOLOGIES
000093#Proteon#PROTEON INC.
000094#AsanteTe#ASANTE TECHNOLOGIES
000095#SonyTekt#SONY TEKTRONIX CORP.
000096#MarconiE#MARCONI ELECTRONICS LTD.
000097#EmcCorpo#EMC Corporation
000098#Crosscom#CROSSCOMM CORPORATION
000099#Mtx#MTX, INC.
00009A#RcComput#RC COMPUTER A/S
00009B#Informat#INFORMATION INTERNATIONAL, INC
00009C#RolmMil-#ROLM MIL-SPEC COMPUTERS
00009D#LocusCom#LOCUS COMPUTING CORPORATION
00009E#MarliSA#MARLI S.A.
00009F#Amerista#AMERISTAR TECHNOLOGIES INC.
0000A0#SanyoEle#SANYO Electric Co., Ltd.
0000A1#Marquett#MARQUETTE ELECTRIC CO.
0000A2#BayNetwo#Bay Networks
0000A3#NAT#Bay Networks
0000A4#AcornCom#ACORN COMPUTERS LIMITED
0000A5#CSC#ACORN COMPUTERS LIMITED
0000A6#NetworkG#NETWORK GENERAL CORPORATION
0000A7#NCD#NETWORK GENERAL CORPORATION
0000A8#StratusC#STRATUS COMPUTER INC.
0000A9#NetSys#Network Systems
0000AA#XeroxCor#XEROX CORPORATION
0000AB#LogicMod#LOGIC MODELING CORPORATION
0000AC#ConwareC#CONWARE COMPUTER CONSULTING
0000AD#BrukerIn#BRUKER INSTRUMENTS INC.
0000AE#Dassault#DASSAULT ELECTRONIQUE
0000AF#Canberra#Canberra Industries, Inc.
0000B0#Rnd-RadN#RND-RAD NETWORK DEVICES
0000B1#AlphaMic#Alpha Micro
0000B2#Televide#TELEVIDEO SYSTEMS, INC.
0000B3#CimlincI#CIMLINC INCORPORATED
0000B4#EdimaxCo#EDIMAX COMPUTER COMPANY
0000B5#Databili#DATABILITY SOFTWARE SYS. INC.
0000B6#Micro-Ma#MICRO-MATIC RESEARCH
0000B7#DoveComp#DOVE COMPUTER CORPORATION
0000B8#Seikosha#SEIKOSHA CO., LTD.
0000B9#Mcdonnel#MCDONNELL DOUGLAS COMPUTER SYS
0000BA#Siig#SIIG, INC.
0000BB#Tri-Data#TRI-DATA
0000BC#Rockwell#Rockwell Automation
0000BD#Mitsubis#MITSUBISHI CABLE COMPANY
0000BE#NtiGroup#THE NTI GROUP
0000BF#Symmetri#SYMMETRIC COMPUTER SYSTEMS
0000C0#WesternD#WESTERN DIGITAL CORPORATION
0000C1#Madge#Madge Ltd.
0000C2#Informat#INFORMATION PRESENTATION TECH.
0000C3#HarrisCo#HARRIS CORP COMPUTER SYS DIV
0000C4#WatersDi#WATERS DIV. OF MILLIPORE
0000C5#ArrisGro#ARRIS Group, Inc.
0000C6#EonSyste#EON SYSTEMS
0000C7#ArixCorp#ARIX CORPORATION
0000C8#AltosCom#ALTOS COMPUTER SYSTEMS
0000C9#EmulexCo#Emulex Corporation
0000CA#ArrisGro#ARRIS Group, Inc.
0000CB#Compu-Sh#COMPU-SHACK ELECTRONIC GMBH
0000CC#Densan#DENSAN CO., LTD.
0000CD#AlliedTe#Allied Telesis Labs Ltd
0000CE#Megadata#MEGADATA CORP.
0000CF#HayesMic#HAYES MICROCOMPUTER PRODUCTS
0000D0#Develcon#DEVELCON ELECTRONICS LTD.
0000D1#AdaptecI#ADAPTEC INCORPORATED
0000D2#Sbe#SBE, INC.
0000D3#WangLabo#WANG LABORATORIES INC.
0000D4#PureData#PURE DATA LTD.
0000D5#Microgno#MICROGNOSIS INTERNATIONAL
0000D6#PunchLin#PUNCH LINE HOLDING
0000D7#Dartmout#DARTMOUTH COLLEGE
0000D8#Novell#NOVELL, INC.
0000D9#NipponTe#NIPPON TELEGRAPH & TELEPHONE
0000DA#Atex#ATEX
0000DB#BritishT#British Telecommunications plc
0000DC#HayesMic#HAYES MICROCOMPUTER PRODUCTS
0000DD#Gould#HAYES MICROCOMPUTER PRODUCTS
0000DE#Unigraph#HAYES MICROCOMPUTER PRODUCTS
0000DF#BellHowe#BELL & HOWELL PUB SYS DIV
0000E0#Quadram#QUADRAM CORP.
0000E1#Hitachi#QUADRAM CORP.
0000E2#AcerTech#ACER TECHNOLOGIES CORP.
0000E3#Integrat#INTEGRATED MICRO PRODUCTS LTD
0000E4#In2Group#IN2 GROUPE INTERTECHNIQUE
0000E5#Sigmex#SIGMEX LTD.
0000E6#AptorPro#APTOR PRODUITS DE COMM INDUST
0000E7#StarGate#Star Gate Technologies
0000E8#AcctonTe#ACCTON TECHNOLOGY CORP.
0000E9#Isicad#ISICAD, INC.
0000EA#UpnodAb#UPNOD AB
0000EB#Matsushi#MATSUSHITA COMM. IND. CO. LTD.
0000EC#Micropro#MICROPROCESS
0000ED#April#APRIL
0000EE#NetworkD#NETWORK DESIGNERS, LTD.
0000EF#Kti#KTI
0000F0#SamsungE#SAMSUNG ELECTRONICS CO., LTD.
0000F1#MagnaCom#MAGNA COMPUTER CORPORATION
0000F2#SpiderCo#SPIDER COMMUNICATIONS
0000F3#GandalfD#GANDALF DATA LIMITED
0000F4#AlliedTe#Allied Telesis, Inc.
0000F5#DiamondS#DIAMOND SALES LIMITED
0000F6#Madge#DIAMOND SALES LIMITED
0000F7#YouthKee#YOUTH KEEP ENTERPRISE CO LTD
0000F8#DigitalE#DIGITAL EQUIPMENT CORPORATION
0000F9#Quotron#QUOTRON SYSTEMS INC.
0000FA#Microsag#MICROSAGE COMPUTER SYSTEMS INC
0000FB#RechnerZ#RECHNER ZUR KOMMUNIKATION
0000FC#Meiko#MEIKO
0000FD#HighLeve#HIGH LEVEL HARDWARE
0000FE#Annapoli#ANNAPOLIS MICRO SYSTEMS
0000FF#CamtecEl#CAMTEC ELECTRONICS LTD.
000100#EquipTra#EQUIP'TRANS
000101#Private#Private
000102#3comCorp#3COM CORPORATION
000103#3comCorp#3COM CORPORATION
000104#Dvico#DVICO Co., Ltd.
000105#Beckhoff#Beckhoff Automation GmbH
000106#TewsDate#Tews Datentechnik GmbH
000107#LeiserGm#Leiser GmbH
000108#AvlabTec#AVLAB Technology, Inc.
000109#NaganoJa#Nagano Japan Radio Co., Ltd.
00010A#CisTechn#CIS TECHNOLOGY INC.
00010B#SpaceCyb#Space CyberLink, Inc.
00010C#SystemTa#System Talks Inc.
00010D#Coreco#CORECO, INC.
00010E#Bri-Link#Bri-Link Technologies Co., Ltd
00010F#BrocadeC#Brocade Communications Systems, Inc.
000110#GothamNe#Gotham Networks
000111#Idigm#iDigm Inc.
000112#SharkMul#Shark Multimedia Inc.
000113#OlympusC#OLYMPUS CORPORATION
000114#KandaTsu#KANDA TSUSHIN KOGYO CO., LTD.
000115#Extratec#EXTRATECH CORPORATION
000116#Netspect#Netspect Technologies, Inc.
000117#Canal+#Canal +
000118#EzDigita#EZ Digital Co., Ltd.
000119#RtunetAu#RTUnet (Australia)
00011A#Hoffmann#Hoffmann und Burmeister GbR
00011B#UnizoneT#Unizone Technologies, Inc.
00011C#Universa#Universal Talkware Corporation
00011D#Centilli#Centillium Communications
00011E#Precidia#Precidia Technologies, Inc.
00011F#RcNetwor#RC Networks, Inc.
000120#Oscilloq#OSCILLOQUARTZ S.A.
000121#Watchgua#Watchguard Technologies, Inc.
000122#TrendCom#Trend Communications, Ltd.
000123#DigitalE#DIGITAL ELECTRONICS CORP.
000124#AcerInco#Acer Incorporated
000125#YaesuMus#YAESU MUSEN CO., LTD.
000126#PacLabs#PAC Labs
000127#OpenNetw#OPEN Networks Pty Ltd
000128#Enjoyweb#EnjoyWeb, Inc.
000129#Dfi#DFI Inc.
00012A#Telemati#Telematica Sistems Inteligente
00012B#Telenet#TELENET Co., Ltd.
00012C#AravoxTe#Aravox Technologies, Inc.
00012D#KomodoTe#Komodo Technology
00012E#PcPartne#PC Partner Ltd.
00012F#Twinhead#Twinhead International Corp
000130#ExtremeN#Extreme Networks
000131#BoschSec#Bosch Security Systems, Inc.
000132#Dranetz-#Dranetz - BMI
000133#KyowaEle#KYOWA Electronic Instruments C
000134#Selectro#Selectron Systems AG
000135#Kdc#KDC Corp.
000136#Cybertan#CyberTAN Technology Inc.
000137#ItFarmCo#IT Farm Corporation
000138#XaviTech#XAVi Technologies Corp.
000139#PointMul#Point Multimedia Systems
00013A#ShelcadC#SHELCAD COMMUNICATIONS, LTD.
00013B#BnaSyste#BNA SYSTEMS
00013C#TiwSyste#TIW SYSTEMS
00013D#Riscstat#RiscStation Ltd.
00013E#AscomTat#Ascom Tateco AB
00013F#Neighbor#Neighbor World Co., Ltd.
000140#SendtekC#Sendtek Corporation
000141#CablePri#CABLE PRINT
000142#CiscoInc#Cisco Systems, Inc
000143#CiscoInc#Cisco Systems, Inc
000144#EmcCorpo#EMC Corporation
000145#Winsyste#WINSYSTEMS, INC.
000146#TescoCon#Tesco Controls, Inc.
000147#ZhoneTec#Zhone Technologies
000148#X-Traweb#X-traWeb Inc.
000149#TDTTrans#T.D.T. Transfer Data Test GmbH
00014A#SonyCorp#Sony Corporation
00014B#Ennovate#Ennovate Networks, Inc.
00014C#Berkeley#Berkeley Process Control
00014D#ShinKinE#Shin Kin Enterprises Co., Ltd
00014E#WinEnter#WIN Enterprises, Inc.
00014F#AdtranIn#ADTRAN INC
000150#GilatCom#GILAT COMMUNICATIONS, LTD.
000151#Ensemble#Ensemble Communications
000152#Chromate#CHROMATEK INC.
000153#ArchtekT#ARCHTEK TELECOM CORPORATION
000154#G3mCorpo#G3M Corporation
000155#PromiseT#Promise Technology, Inc.
000156#Firewire#FIREWIREDIRECT.COM, INC.
000157#SyswaveL#SYSWAVE CO., LTD
000158#ElectroI#Electro Industries/Gauge Tech
000159#S1Corpor#S1 Corporation
00015A#DigitalV#Digital Video Broadcasting
00015B#ItaltelS#ITALTEL S.p.A/RF-UP-I
00015C#Cadant#CADANT INC.
00015D#Oracle#Oracle Corporation 
00015E#BestTech#BEST TECHNOLOGY CO., LTD.
00015F#DigitalD#DIGITAL DESIGN GmbH
000160#Elmex#ELMEX Co., LTD.
000161#MetaMach#Meta Machine Technology
000162#CygnetTe#Cygnet Technologies, Inc.
000163#CiscoInc#Cisco Systems, Inc
000164#CiscoInc#Cisco Systems, Inc
000165#Airswitc#AirSwitch Corporation
000166#TcGroupA#TC GROUP A/S
000167#HiokiEEC#HIOKI E.E. CORPORATION
000168#VitanaCo#VITANA CORPORATION
000169#Celestix#Celestix Networks Pte Ltd.
00016A#Alitec#ALITEC
00016B#Lightchi#LightChip, Inc.
00016C#Foxconn#FOXCONN
00016D#Carrierc#CarrierComm Inc.
00016E#ConklinC#Conklin Corporation
00016F#Inkel#Inkel Corp.
000170#EseEmbed#ESE Embedded System Engineer'g
000171#AlliedDa#Allied Data Technologies
000172#Technola#TechnoLand Co., LTD.
000173#Amcc#AMCC
000174#Cyberopt#CyberOptics Corporation
000175#RadiantC#Radiant Communications Corp.
000176#OrientSi#Orient Silver Enterprises
000177#Edsl#EDSL
000178#Margi#MARGI Systems, Inc.
000179#Wireless#WIRELESS TECHNOLOGY, INC.
00017A#ChengduM#Chengdu Maipu Electric Industrial Co., Ltd.
00017B#Heidelbe#Heidelberger Druckmaschinen AG
00017C#Ag-EGmbh#AG-E GmbH
00017D#Thermoqu#ThermoQuest
00017E#AdtekSys#ADTEK System Science Co., Ltd.
00017F#Experien#Experience Music Project
000180#Aopen#AOpen, Inc.
000181#NortelNe#Nortel Networks
000182#DicaTech#DICA TECHNOLOGIES AG
000183#AniteTel#ANITE TELECOMS
000184#SiebMeye#SIEB & MEYER AG
000185#HitachiA#Hitachi Aloka Medical, Ltd.
000186#UweDisch#Uwe Disch
000187#I2seGmbh#I2SE GmbH
000188#LxcoTech#LXCO Technologies ag
000189#Refracti#Refraction Technology, Inc.
00018A#RoiCompu#ROI COMPUTER AG
00018B#Netlinks#NetLinks Co., Ltd.
00018C#MegaVisi#Mega Vision
00018D#AudesiTe#AudeSi Technologies
00018E#LogitecC#Logitec Corporation
00018F#Kenetec#Kenetec, Inc.
000190#Smk-M#SMK-M
000191#SyredDat#SYRED Data Systems
000192#TexasDig#Texas Digital Systems
000193#HanbyulT#Hanbyul Telecom Co., Ltd.
000194#CapitalE#Capital Equipment Corporation
000195#SenaTech#Sena Technologies, Inc.
000196#CiscoInc#Cisco Systems, Inc
000197#CiscoInc#Cisco Systems, Inc
000198#DarimVis#Darim Vision
000199#HeiseiEl#HeiSei Electronics
00019A#LeunigGm#LEUNIG GmbH
00019B#KyotoMic#Kyoto Microcomputer Co., Ltd.
00019C#JdsUniph#JDS Uniphase Inc.
00019D#E-Contro#E-Control Systems, Inc.
00019E#EssTechn#ESS Technology, Inc.
00019F#Readynet#ReadyNet
0001A0#Infinili#Infinilink Corporation
0001A1#Mag-Tek#Mag-Tek, Inc.
0001A2#Logical#Logical Co., Ltd.
0001A3#GenesysL#GENESYS LOGIC, INC.
0001A4#Microlin#Microlink Corporation
0001A5#Nextcomm#Nextcomm, Inc.
0001A6#Scientif#Scientific-Atlanta Arcodan A/S
0001A7#UnexTech#UNEX TECHNOLOGY CORPORATION
0001A8#Welltech#Welltech Computer Co., Ltd.
0001A9#BmwAg#BMW AG
0001AA#AirspanC#Airspan Communications, Ltd.
0001AB#MainStre#Main Street Networks
0001AC#SitaraNe#Sitara Networks, Inc.
0001AD#CoachMas#Coach Master International  d.b.a. CMI Worldwide, Inc.
0001AE#TrexEnte#Trex Enterprises
0001AF#ArtesynE#Artesyn Embedded Technologies
0001B0#FulltekT#Fulltek Technology Co., Ltd.
0001B1#GeneralB#General Bandwidth
0001B2#DigitalP#Digital Processing Systems, Inc.
0001B3#Precisio#Precision Electronic Manufacturing
0001B4#Wayport#Wayport, Inc.
0001B5#TurinNet#Turin Networks, Inc.
0001B6#SaejinT&#SAEJIN T&M Co., Ltd.
0001B7#Centos#Centos, Inc.
0001B8#Netsensi#Netsensity, Inc.
0001B9#SkfCondi#SKF Condition Monitoring
0001BA#Ic-Net#IC-Net, Inc.
0001BB#Frequent#Frequentis
0001BC#BrainsCo#Brains Corporation
0001BD#Peterson#Peterson Electro-Musical Products, Inc.
0001BE#Gigalink#Gigalink Co., Ltd.
0001BF#Teleforc#Teleforce Co., Ltd.
0001C0#Compulab#CompuLab, Ltd.
0001C1#VitesseS#Vitesse Semiconductor Corporation
0001C2#ArkResea#ARK Research Corp.
0001C3#Acromag#Acromag, Inc.
0001C4#Neowave#NeoWave, Inc.
0001C5#SimplerN#Simpler Networks
0001C6#QuarryTe#Quarry Technologies
0001C7#CiscoInc#Cisco Systems, Inc
0001C8#ThomasCo#THOMAS CONRAD CORP.
0001C9#CiscoInc#Cisco Systems, Inc
0001CA#GeocastN#Geocast Network Systems, Inc.
0001CB#Evr#EVR
0001CC#JapanTot#Japan Total Design Communication Co., Ltd.
0001CD#Artem#ARtem
0001CE#CustomMi#Custom Micro Products, Ltd.
0001CF#AlphaDat#Alpha Data Parallel Systems, Ltd.
0001D0#Vitalpoi#VitalPoint, Inc.
0001D1#ConetCom#CoNet Communications, Inc.
0001D2#Inxtron#inXtron, Inc. 
0001D3#Paxcomm#PAXCOMM, Inc.
0001D4#LeisureT#Leisure Time, Inc.
0001D5#HaedongI#HAEDONG INFO & COMM CO., LTD
0001D6#Manrolan#manroland AG
0001D7#F5Networ#F5 Networks, Inc.
0001D8#Teltroni#Teltronics, Inc.
0001D9#Sigma#Sigma, Inc.
0001DA#WincommC#WINCOMM Corporation
0001DB#FreecomT#Freecom Technologies GmbH
0001DC#Activete#Activetelco
0001DD#AvailNet#Avail Networks
0001DE#Trango#Trango Systems, Inc.
0001DF#IsdnComm#ISDN Communications, Ltd.
0001E0#Fast#Fast Systems, Inc.
0001E1#KinpoEle#Kinpo Electronics, Inc.
0001E2#AndoElec#Ando Electric Corporation
0001E3#SiemensA#Siemens AG
0001E4#Sitera#Sitera, Inc.
0001E5#Supernet#Supernet, Inc.
0001E6#HewlettP#Hewlett Packard
0001E7#HewlettP#Hewlett Packard
0001E8#Force10N#Force10 Networks, Inc.
0001E9#LittonMa#Litton Marine Systems B.V.
0001EA#Cirilium#Cirilium Corp.
0001EB#C-ComCor#C-COM Corporation
0001EC#Ericsson#Ericsson Group
0001ED#Seta#SETA Corp.
0001EE#ComtrolE#Comtrol Europe, Ltd.
0001EF#CamtelTe#Camtel Technology Corp.
0001F0#Tridium#Tridium, Inc.
0001F1#Innovati#Innovative Concepts, Inc.
0001F2#MarkOfUn#Mark of the Unicorn, Inc.
0001F3#Qps#QPS, Inc.
0001F4#Enterasy#Enterasys Networks
0001F5#ErimSA#ERIM S.A.
0001F6#Associat#Association of Musical Electronics Industry
0001F7#ImageDis#Image Display Systems, Inc.
0001F8#TexioTec#TEXIO TECHNOLOGY CORPORATION
0001F9#Teraglob#TeraGlobal Communications Corp.
0001FA#Compaq#TeraGlobal Communications Corp.
0001FB#DotopTec#DoTop Technology, Inc.
0001FC#KeyenceC#Keyence Corporation
0001FD#DigitalV#Digital Voice Systems, Inc.
0001FE#DigitalE#DIGITAL EQUIPMENT CORPORATION
0001FF#DataDire#Data Direct Networks, Inc.
000200#NetSys#Net & Sys Co., Ltd.
000201#IfmElect#IFM Electronic gmbh
000202#AminoCom#Amino Communications, Ltd.
000203#Woonsang#Woonsang Telecom, Inc.
000204#Novell#Woonsang Telecom, Inc.
000205#HitachiD#Hitachi Denshi, Ltd.
000206#TelitalR#Telital R&D Denmark A/S
000207#Visiongl#VisionGlobal Network Corp.
000208#UnifyNet#Unify Networks, Inc.
000209#Shenzhen#Shenzhen SED Information Technology Co., Ltd.
00020A#GefranSp#Gefran Spa
00020B#NativeNe#Native Networks, Inc.
00020C#Metro-Op#Metro-Optix
00020D#Micronpc#Micronpc.com
00020E#EciTelec#ECI Telecom, Ltd
00020F#Aatr#AATR
000210#Fenecom#Fenecom
000211#NatureWo#Nature Worldwide Technology Corp.
000212#Sierraco#SierraCom
000213#SDEL#S.D.E.L.
000214#Dtvro#DTVRO
000215#CotasCom#Cotas Computer Technology A/B
000216#CiscoInc#Cisco Systems, Inc
000217#CiscoInc#Cisco Systems, Inc
000218#Advanced#Advanced Scientific Corp
000219#ParalonT#Paralon Technologies
00021A#ZumaNetw#Zuma Networks
00021B#Kollmorg#Kollmorgen-Servotronix
00021C#NetworkE#Network Elements, Inc.
00021D#DataGene#Data General Communication Ltd.
00021E#SimtelSR#SIMTEL S.R.L.
00021F#AculabPl#Aculab PLC
000220#CanonFin#CANON FINETECH INC.
000221#DspAppli#DSP Application, Ltd.
000222#Chromisy#Chromisys, Inc.
000223#Clicktv#ClickTV
000224#C-Cor#C-COR
000225#OneStopS#One Stop Systems
000226#Xesystem#XESystems, Inc.
000227#EsdElect#ESD Electronic System Design GmbH
000228#Necsom#Necsom, Ltd.
000229#AdtecCor#Adtec Corporation
00022A#AsoundEl#Asound Electronic
00022B#Saxa#SAXA, Inc.
00022C#AbbBomem#ABB Bomem, Inc.
00022D#AgereSys#Agere Systems
00022E#TeacR&D#TEAC Corp. R& D
00022F#P-Cube#P-Cube, Ltd.
000230#Intersof#Intersoft Electronics
000231#Axis#Intersoft Electronics
000232#Avision#Avision, Inc.
000233#MantraCo#Mantra Communications, Inc.
000234#Imperial#Imperial Technology, Inc.
000235#ParagonN#Paragon Networks International
000236#InitGmbh#INIT GmbH
000237#CosmoRes#Cosmo Research Corp.
000238#SeromeTe#Serome Technology, Inc.
000239#Visicom#Visicom
00023A#ZskStick#ZSK Stickmaschinen GmbH
00023B#Ericsson#Ericsson
00023C#Creative#Creative Technology, Ltd.
00023D#CiscoInc#Cisco Systems, Inc
00023E#SeltaTel#Selta Telematica S.p.a
00023F#CompalEl#COMPAL ELECTRONICS, INC.
000240#Seedek#Seedek Co., Ltd.
000241#AmerCom#Amer.com
000242#Videofra#Videoframe Systems
000243#Raysis#Raysis Co., Ltd.
000244#SurecomT#SURECOM Technology Co.
000245#Lampus#Lampus Co, Ltd.
000246#All-WinT#All-Win Tech Co., Ltd.
000247#GreatDra#Great Dragon Information Technology (Group) Co., Ltd.
000248#Pilz#Pilz GmbH & Co.
000249#AvivInfo#Aviv Infocom Co, Ltd.
00024A#CiscoInc#Cisco Systems, Inc
00024B#CiscoInc#Cisco Systems, Inc
00024C#Sibyte#SiByte, Inc.
00024D#Mannesma#Mannesman Dematic Colby Pty. Ltd.
00024E#Datacard#Datacard Group
00024F#IpmDatac#IPM Datacom S.R.L.
000250#GeyserNe#Geyser Networks, Inc.
000251#SomaNetw#Soma Networks, Inc.
000252#CarrierC#Carrier Corporation
000253#Televide#Televideo, Inc.
000254#Worldgat#WorldGate
000255#IbmCorp#IBM Corp
000256#AlphaPro#Alpha Processor, Inc.
000257#Microcom#Microcom Corp.
000258#FlyingPa#Flying Packets Communications
000259#TsannKue#Tsann Kuen China (Shanghai)Enterprise Co., Ltd. IT Group
00025A#CatenaNe#Catena Networks
00025B#Cambridg#Cambridge Silicon Radio
00025C#SciKunsh#SCI Systems (Kunshan) Co., Ltd.
00025D#CalixNet#Calix Networks
00025E#HighTech#High Technology Ltd
00025F#NortelNe#Nortel Networks
000260#Accordio#Accordion Networks, Inc.
000261#TilginAb#Tilgin AB
000262#SoyoGrou#Soyo Group Soyo Com Tech Co., Ltd
